"Z.AQ.1","Z.AQ.2","Z.BALL.1","Z.BALL.2","Z.Control.1","Z.Control.2","Z.Control.3","Z.Control.4","Z.Control.5","Z.Control.6","Z.EMPTY.1","Z.EMPTY.2","Z.HH1.L","Z.HH1.N","Z.HH2.L","Z.HH2.N","Z.HH3.L","Z.HH3.N","Z.PCR1.C","Z.PCR2.NTC","Z.PQ1.L","Z.PQ1.N","Z.PQ2.L","Z.PQ2.N","Z.PQ3.L","Z.PQ3.N","Z.S.01","Z.S.02","Z.S.03","Z.S.04","Z.S.05","Z.S.06","Z.S.07","Z.S.08","Z.S.09","Z.S.10","Z.TB1.L","Z.TB1.N","Z.TB2.L","Z.TB2.N","Z.TB3.L","Z.TB3.N","Z.TQ1.L","Z.TQ1.N","Z.TQ2.L","Z.TQ2.N","Z.TQ3.L","Z.TQ3.N"
"Zotu3736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,0,2,3,1,0,2,2,0,0,0,0,0,0
"Zotu3738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu374",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,683,256,338,1,1,0,10,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Zotu3752",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu3759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,43,284,1026,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
"Zotu3763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,4,6,0,0,0,0,0,0,0,0,0,0,2,0,0
"Zotu3774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu3779",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu378",0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,3,6,7,0,0,180,201,135,123,226,145,0,2,1,0,0,0,0,0,0,0,45,83,25,75,49,43,12,29,13,23,12,47
"Zotu3780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0
"Zotu3789",0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Zotu379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
"Zotu3793",0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3794",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23962,2391,9299,7413,1718,935,1422,8465,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,21,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3803",0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,2,1,3,7,0,0,0,0,0,0
"Zotu3806",0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,2,0
"Zotu381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,48,5,12,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Zotu3812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3813",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0
"Zotu3815",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"Zotu382",0,0,0,0,0,0,0,3,0,0,0,0,27,5,16,19,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,8,24,9,15,76,280,128,193,158,350
"Zotu3826",0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2,3
"Zotu383",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1089,138,54,42,185,45,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Zotu3831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,7,1,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu3839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu384",1267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,8,7,6,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Zotu3845",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,0,1
"Zotu3849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu385",36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,326,36,26,77,1432,40,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"Zotu3851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,4,1,1,0,0
"Zotu3855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,20,14,0,2,291,245,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu39",0,0,0,0,0,0,0,0,0,0,0,0,18011,367,2088,946,13771,896,0,0,0,2,0,0,375,0,57,73,26,91,40,0,659,478,1006,0,0,0,6,0,5,8,0,1,51,38,0,17
"Zotu393",0,0,0,0,0,0,0,30,0,0,0,0,72,7,26,45,29,133,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,61,94,78,202,29,41,56,136,14,51,39,93
"Zotu394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,817,12,14,14,18,2,100,68,182,0,0,0,0,0,0,0,0,1,0,1,0,0
"Zotu395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,435,384,108,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,168,500,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu398",0,0,216,960,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,40,18,8,42,28,9,0,0,1,0,6,1,0,2,3,0,9,12,2,2,2,10,11,5,7,13,0,57
"Zotu399",0,0,58,1346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4",0,0,0,12,0,0,0,0,0,0,0,0,1,317,0,0,5336,30881,0,0,0,0,63,0,0,0,0,0,0,0,0,0,320,139,1,0,0,0,0,0,0,0,0,2174,45841,63320,40879,24406
"Zotu40",0,0,0,29,0,0,0,297,0,0,0,0,96,38,33,94,64,204,0,0,2793,3771,3319,6704,4215,7619,339,55,100,31,41,3,64,75,87,0,561,715,306,828,501,562,64,182,106,156,127,267
"Zotu401",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,4,21,26,3,6,2,0,1,0,0,0,2,1,0,0,13,85,12,47,41,73,130,249,82,114,56,177
"Zotu403",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,74,21,1,35,33,12,1,10,91,125,20,201,170,251,0,0,1,0,4,5,2,1,19,2,6,0,0
"Zotu405",0,0,37,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Zotu406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Zotu407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,488,437,45,0,0,4,0,0,0,0,0,0,168,0,0,0,0,0,0
"Zotu408",0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,144,114,99,208,142,154,183,57,104,0,0,0,1,1,0,0,0,0,0,0,0,0,1,17,6,13,9,32
"Zotu409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,411,0,397,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu41",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,1,0,11,6,1,1,6,0,0,1853,2596,1961,8825,10375,10555,0,1,1,2,1,4
"Zotu410",0,1535,28,3,0,0,0,3,0,0,0,0,0,1,0,2,1,0,0,0,1,1,12,72,15,3,111,34,47,4,10,0,53,56,37,13,0,3,1,2,7,5,12,9,6,9,16,10
"Zotu414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,865,50,18,39,8,18,10,0,5,9,1,4,5,8,0,0,0,0,0,0
"Zotu417",0,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,1,8,0,0,1,0,3,5,1,0,7,1,1,5,2,6,0,0,4,0,42,60,16,32,11,24,6,20,8,34,82,105
"Zotu419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,12,9,997,17,1,2,0,32,228,99,0,0,0,0,1,2,11,2,25,21,0,0,0,1,0,0
"Zotu42",0,7,0,0,0,0,0,47,0,0,0,0,528,588,235,652,688,1699,0,0,0,0,4,0,0,0,0,0,0,1291,422,3850,207,317,349,0,10130,16151,11724,11928,9044,7545,863,1555,1000,1212,662,1249
"Zotu421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,69,831,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,2,7,1,3,20,397,603,4,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,312,19,9,67,568,82,0,0,0,0,9,14,4,14,10,11,0,0,0,0,0,0
"Zotu428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,720,1508,155,287,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu43",0,0,1,0,0,0,0,0,0,0,0,0,137,6,42,8,131,5,0,0,0,162,0,0,27079,0,3151,11,119,13,1224,0,4,0,2,0,1,3,6,4,10,4,0,0,3,2,0,0
"Zotu430",8,0,7,27,0,0,0,0,0,0,0,0,4,1,0,0,2,8,0,0,38,5,0,7,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,70,265,71,291,127,361
"Zotu431",0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,174,4,5,9,3,0,394,324,230,0,0,0,2,0,2,1,10,14,5,5,0,15
"Zotu432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721,119,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,2,4,190,215,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu436",0,0,0,0,0,0,0,0,0,0,0,0,7,2,26,42,37,72,0,0,525,0,0,41,137,34,5,1,0,0,14,7,0,0,0,0,42,23,34,111,15,75,26,13,83,14,0,0
"Zotu437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,451,77,186,4,0,1,104,102,242,0,0,0,0,0,0,0,4,20,1,1,2,0
"Zotu44",0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,3681,4990,3508,6853,4755,7781,21,11,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,941,328,22,27,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu441",1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,4
"Zotu443",0,0,0,0,0,0,0,113,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,17,21,12,0,0,0,47,14,14,0,0,0,0,0,0,0,208,414,136,186,121,171
"Zotu445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,196,153,249,575,60,13,23,20,0,0,0,0,1,1,1,0,0,0,0,0,0
"Zotu447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,209,183,127,114,33,48,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,70,338,0,2
"Zotu449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,203,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Zotu45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,12,9440,20097,7545,2061,834,754,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,412,220,0,0,0,0,0,0,0,2,0,0,0,0,1
"Zotu451",0,0,0,5,0,0,0,31,0,0,0,0,40,15,13,30,16,73,0,0,61,54,48,118,56,64,0,0,1,0,0,0,0,0,0,0,55,76,29,68,48,40,5,40,24,30,30,48
"Zotu452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,145,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,583,1,23,71,134,181,2,0,0,0,1,0,0,0,0,0,375,0,0,0,0,0
"Zotu455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,764,0,0
"Zotu457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu458",0,0,0,1,0,0,0,7,0,0,0,0,71,18,22,50,46,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,114,69,118,79,190
"Zotu459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,366,201,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242,34,1,5,1,6,20,104,123,11,14,39,15,5,0,17,131,0,43,7,31,0,1,0,0,1,2
"Zotu461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,1,2,13,35,591,120,288,1,4,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"Zotu462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,546,32,653,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,249,956,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,64,129,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu47",0,0,0,3,0,0,0,4,0,0,0,0,363,0,0,8,0,4,0,0,1,16,28,84,8,0,0,1,1,0,0,0,8045,184,26620,0,0,0,4,40,1,0,0,0,0,0,0,0
"Zotu470",2,0,1,5,0,0,0,0,0,0,0,0,90,8,35,48,72,153,0,0,15,10,24,59,38,37,9,1,2,0,0,0,0,0,0,0,0,0,0,2,4,0,31,73,32,90,48,70
"Zotu471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,31,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu472",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,36,252,30,234,117,361
"Zotu473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,120,164,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu475",0,0,104,28,0,0,0,116,0,0,0,0,240,246,65,244,143,450,0,0,3,11,9,1,11,28,45,15,16,18,59,41,72,48,43,0,66,42,5,17,26,25,57,180,31,74,26,108
"Zotu476",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,56,42,2,72,201,155,245
"Zotu478",1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu48",5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8864,5697,13988,7274,20222,4010,73,127,7,0,8,14,6,19,11,10,1,4,0,0,0,131
"Zotu480",0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,60,162,2,0,0,31,16,37,0,0,0,1,0,0,0,0,0,0,0,0,0
"Zotu481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,5,514,8,0,0,25,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,264,130,335,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu484",858,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu485",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,11,5,15,14,9,10,246,71,467,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zotu487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,362,30,117,62,164,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu488",214,0,0,0,0,0,0,10,0,0,0,0,9,2,15,8,37,33,0,0,11,8,7,8,3,12,19,18,0,148,208,223,8,6,12,0,72,78,17,39,82,87,1,10,2,11,2,6
"Zotu489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1,133,232,590,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu49",0,0,0,0,0,0,0,856,0,0,0,0,359,0,0,0,7509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477,659,320,0,1872,1,316,13,0,0,17631,11568,6181,1347,9109,2
"Zotu490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,24,30,280,407,65,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,0
